category,content,link,ref-link
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,แม่ค้าทำยาดองเหล้าคางคกมาแจกให้ชาวบ้านดื่ม คนขายอวดสรรพคุณโด่ไม่รู้ล้ม นายแพทย์มานัส โพธาภรณ์ รองอธิบดีกรมการแพทย์ ได้กล่าวว่าหากมีการนำสุรา,https://cofact.org/article/25w9eay13dy13,['https://www.bangkokbiznews.com/news/detail/851831']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,รางจืด สมุนไพรล้างพิษ ติดยา-ติดเหล้า ก็เอาอยู่ ! รางจืดเป็นสมุนไพรที่มีชื่อเสียงไม่เบา โดยเฉพาะสรรพคุณของรางจืดในเรื่องล้างพิษ หรือแก้เมา แต,https://cofact.org/article/2s4178lz0peql,['https://www.sanook.com/health/7549/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,“คีโตเจนิค” เป็นเทรนด์ลดน้ำหนักจากการจำกัดอาหารที่กินที่กำลังเป็นที่นิยมอย่างมาก โดยเฉพาะในช่วง 2-3 ปีที่ผ่านมานี้ ในเมืองไทยก็มีคนที่ศึกษาว,https://cofact.org/article/1uup6xqqxo3m,['https://www.sanook.com/health/19237/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ในประเทศที่อากาศร้อนมากอย่างประเทศไทย การทานน้ำเย็นๆ คงเป็นเรื่องปกติที่ห้ามกันไม่ได้ แล้วข่าวแชร์ที่ว่า ‘น้ำแข็งยูนิตมีการผสมฟอร์มาลีนเป็นอ,https://cofact.org/article/3uiigl8aromqo,['https://www.amarintv.com/program-update-did-you-know/suremom-21/103223/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,นอนห้อยหัว วันละ 10 นาที ช่วยให้สมองดี แก่ช้า หน้าใส ไกลอัมพาตพญ.ฤทัยชนก สมปอง’ แพทย์เฉพาะทางผิวหนังและความงาม ได้คอนเฟิร์มไว้ในรายการ ชัวร์,https://cofact.org/article/2g2zlhzebfx1z,['https://www.amarintv.com/program-update-did-you-know/นอนห้อยหัว/57869/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ผู้หญิงแทบทุกคนคงทราบว่า ‘น้ำมะพร้าว’ เป็นของต้องห้ามสำหรับประจำเดือน เพราะว่ากันว่ามีฮอร์โมนเพศหญิงที่เมื่อดื่มแล้วจะทำให้ปวดท้องได้ แต่ถ้า,https://cofact.org/article/2i7gi8xwe5ydw,['https://www.amarintv.com/program-update-did-you-know/suremom-12/90506/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,แชร์กันมากันอีกแล้ว กับเรื่องราวเกี่ยวกับโรคยอดฮิต อย่าง “โรคมะเร็ง” คราวนี้เป็นเรื่องของ “หอยแครง” ที่ว่ากันว่ากินแล้วเสี่ยงเป็นมะเร็งคุณปั,https://cofact.org/article/1hvi8gp58hxjc,['https://www.amarintv.com/program-update-did-you-know/suremom-6/83177/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ในประเทศที่แดดแรงจัดอย่างเมืองไทยของเรานั้น การเกิด “ฝ้า” บนผิวหน้า คงเป็นปัญหาด้านความงาม ที่กวนใจและสร้างความกังวลให้สาวๆ มากมาย และข่าวแช,https://cofact.org/article/1imcbmr9tpbse,['https://www.amarintv.com/program-update-did-you-know/sure-mom/80486/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,คนนอนดิ้นคงได้เฮกันใหญ่ กับข่าวแชร์ที่ว่า “การนอนดิ้นรักษาหมอนรองกระดูกเคลื่อนได้” แต่ก่อนที่คนนอนไม่ดิ้นจะกระโดดขึ้นเตียงแล้วรีบดิ้นกัน ตาม,https://cofact.org/article/dmmdx0v4b94i,['https://www.amarintv.com/program-update-did-you-know/suremom-4/77310/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,แชร์กันมาอีกแล้ว กับข่าวที่ว่า “เป็นกรดไหลย้อน ห้ามนอนตะแคงขวา” ซึ่งเรื่องต้องห้ามกับเจ้าโรคกวน ใจใกล้ตัวเรานี้จะเป็นเรื่องจริงหรือไม่?คุณหม,https://cofact.org/article/vzcul8btd469,['https://www.amarintv.com/program-update-did-you-know/suremom/72996/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,มาอีกแล้วกับข่าวเตือนภัยสาวๆ กับข่าวแชร์ที่ว่า “ใส่ยกทรงนอน เสี่ยงเป็นมะเร็งเต้านม” ที่ก่อนจะเป็นกังวลกันไป ตามนักสืบโซเชียลไปสอบถามแพทย์ผู้,https://cofact.org/article/2eo43793aue2m,['https://www.amarintv.com/program-update-did-you-know/suremom-16/97130/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ใครเคยได้ยินข่าวแชร์นี้คงกลัวที่จะต้องสั่งน้ำมูกกันไปเลย กับกรณีที่เกิดขึ้นเมื่อไม่กี่ปีก่อน หญิงสาวคนหนึ่งจากประเทศอังกฤษ สั่งน้ำมูกแรงจนตา,https://cofact.org/article/oaotn2p2kiwo,['https://www.amarintv.com/program-update-did-you-know/suremom-11/89172/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,“พกมือถือไว้ในกระเป๋ากางเกงเสี่ยงเป็น หมัน” คงทำให้ตกใจกลัวไปตามๆ กัน เพราะนั่นคงจะ เป็นที่ประจำสำหรับเก็บโทรศัพท์มือถือของแทบทุก คนแน่นอน ซ,https://cofact.org/article/2fb7zu6rtrh3a,['https://www.amarintv.com/program-update-did-you-know/พกมือถือในกางเกงเสี่ยง/70661/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,คุณแม่หลายๆ ท่านน่าจะเคยได้ยิน หรือเคยเห็นข่าวแชร์เกี่ยวกับความเชื่อมาตั้งแต่สมัยโบราณว่าการ ดื่มน้ำมะพร้าวตอนท้อง จะทำให้ลูกเกิดมามีผิวที่ข,https://cofact.org/article/pztbdgqr12k6,['https://www.amarintv.com/program-update-did-you-know/ดื่มน้ำมะพร้าวตอนท้อง/53921/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,งดแป้ง แบบเด็ดขาดนั้นทำให้น้ำหนักตัวของเราลดลงอย่างแน่นอน แต่การ งดแป้ง ก็ทำให้ร่างกายของเราทรุดโทรมด้วยเช่นกัน ‘พญ.อยุทธินี สิงหโกวินท์’ อา,https://cofact.org/article/3enfjewqmc7l5,['https://www.amarintv.com/program-update-did-you-know/surenamae250517/45241/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,งานเข้าคุณสาวๆ แล้วล่ะสิ เมื่อมีข่าวแชร์ต่อๆ กันมาว่า “การทาลิปบ่อยๆ ทำให้ปากดำ!!”นพ.สุทธิศักดิ์ สุรารักษ์ อายุรแพทย์แผนกผิวหนัง โรงพยาบาลเป,https://cofact.org/article/2cybsdjmf5mp,['https://www.amarintv.com/program-update-did-you-know/surenamae220517/42206/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,“ระวัง!! การดื่มน้ำอัดลมกระป๋องจากตู้กดอัตโนมัติสาธารณะ แบบใช้ปากสัมผัสโดยตรงที่กระป๋อง เสี่ยงรับเชื้อ “ฉี่หนู” ไม่รู้ตัว” รองศาสตราจารย์ ดร,https://cofact.org/article/coalyick5z1a,['https://www.amarintv.com/program-update-did-you-know/surenamae150517/39127/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,หลังจากกินอาหารเสร็จก็มักจะดื่มน้ำเย็นๆ เป็นเรื่องปกติ แต่ที่ไม่ปกติคือบนโลกออนไลน์มีการแชร์ข้อมูลว่า หากดื่มน้ำเย็นๆ หลังรับประทานอาหารทันท,https://cofact.org/article/ror20uo6nfj8,['https://www.amarintv.com/stay-as-not-sick/healthnews21apr2017/29023/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ยังไม่พบว่ามีงานวิจัยที่เกี่ยวข้องกับการดื่มน้ำเย็นแล้วเป็นมะเร็ง ถ้าใครมีก็รบกวนมาแชร์ให้หน่อยนะคะ,https://cofact.org/article/ror20uo6nfj8,['https://news.thaipbs.or.th/content/162982']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,หลากคนมักนำอาหารที่กินไม่หมดเก็บไว้กินมื้อต่อไป บ้างก็นำไปแช่ตู้เย็น บ้างก็นำฝาชีครอบแล้วนำมาอุ่นร้อนก่อนกินอีกครั้ง ขณะเดียวกันก็มีคนในโลกอ,https://cofact.org/article/2yq4941jc1eqn,['https://www.amarintv.com/program-update-did-you-know/2health12may2017/37843/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,การรับประทานอาหารค้างคืน และนำกลับมาอุ่นซ้ำไม่เกี่ยวข้องกับการเกิดโรคมะเร็ง แต่อันตรายอาจเกิดจากการเก็บรักษาที่ไม่ถูกวิธี เช่น เก็บในตู้เย็น,https://cofact.org/article/2yq4941jc1eqn,['https://www.antifakenewscenter.com/%e0%b8%82%e0%b9%88%e0%b8%b2%e0%b8%a7%e0%b8%9b%e0%b8%a5%e0%b8%ad%e0%b8%a1-%e0%b8%ad%e0%b8%a2%e0%b9%88%e0%b8%b2%e0%b9%81%e0%b8%8a%e0%b8%a3%e0%b9%8c-%e0%b8%81%e0%b8%b4%e0%b8%99%e0%b8%ad%e0%b8%b2-3/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ซูชิ หรือข้าวปั้น เป็นอาหารสัญชาติญี่ปุ่นที่ได้รับความนิยมมากในปัจจุบัน แต่ก็มีกระแสในโลกออนไลน์บอกว่าการกินซูชิและปลาดิบมากๆ จะทำให้ร่างกาย,https://cofact.org/article/28zwwz82b9poh,['https://www.amarintv.com/stay-as-not-sick/3news10apr2017/26066/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,อากาศร้อนๆ แบบนี้ แน่นอนว่าถ้าได้เครื่องดื่มเย็นๆ มาดับกระหายสักหน่อยคงดี ซึ่งชาเขียวเย็นก็ถือเป็นหนึ่งในตัวเลือกของใครหลายๆ คน แต่อาจจะต้อง,https://cofact.org/article/2bu53ngu98eso,['https://www.amarintv.com/program-update-did-you-know/surenamae090517/37331/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,จริงอยู่ที่ว่าการดีท็อกซ์เป็นการขับสารพิษออกจากร่างกาย แต่ในโซเชียลที่มีการแชร์สูตรดีท็อกซ์ล้างลำไส้ด้วยสูตรน้ำเปล่า 1 ลิตร มะนาว 2 ลูก และเ,https://cofact.org/article/32lv2btidc84x,['https://www.amarintv.com/uncategorized/1healthnews3apr2017/24146/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ยาดองเหล้าสมุนไพร นั้น มีสรรพคุณชะงัดสารพัดประโยชน์ ทั้งรักษาโรคต่าง ๆ แก้ปวดเมื่อย บำรุงเลือด บำรุงกำลัง บางสูตรก็ช่วยให้ฟิตปั๋งเตะปี๊บดังเ,https://cofact.org/article/kp7t6rsdd4yf,['https://women.mthai.com/love-sex/sex/22516.html']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,หลายคนมักจะนำสมุนไพรโด่ไม่รู้ล้มไปดองกับเหล้าก่อนนำมาดื่ม เพราะเชื่อว่ายิ่งผสมกับเหล้าจะทำให้สรรพคุณเรื่องเสริมสมรรถภาพทางเพศเพิ่มสูงขึ้น แต,https://cofact.org/article/1hsgixvu7r6a8,['https://www.honestdocs.co/benefit-of-elephantopus-scaber']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,น้ำยาลอกผิว ซึ่งสามารถพบเห็นการโฆษณาในอินเทอร์เน็ต โดยจะบรรยายสรรพคุณสารพัด แถมมีราคาถูก และมักจะขายในรูปตลับ หรือเป็นลิตร และเป็นแกลลอน เพื,https://cofact.org/article/3ub1t9lxqefwj,['https://mgronline.com/live/detail/9580000106806']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ซีม่าโลชั่น มาลอกหนังด้านๆ คล้ำๆ ที่หัวเข่า หรือข้อศอก กระทั่งมีกระแสสงสัยและข้อครหาถึงสรรพคุณ เพราะมีการตั้งกระทู้เตือนใจคนข้อเข่า และข้อศอ,https://cofact.org/article/28ny57ppl50gm,['https://mgronline.com/live/detail/9580000106806']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,หากคุณเป็นคนไม่ชอบทานผัก ผลไม้ ก็อาจจะเป็นทางออกที่ดีที่จะช่วยเพิ่มวิตามิน และแร่ธาตุจำเป็นต่างๆ ต่อร่างกายด้วยวิธีนี้ เพราะหากคุณยิ่งไม่ทาน,https://cofact.org/article/2o5sa735mc4ah,['https://www.sanook.com/health/2329/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,มีสาวๆ หลายคนหันมาดื่มน้ำมะเขือเทศสำเร็จรูป เพื่อเป็นตัวช่วยในการบำรุงผิวพรรณให้สว่างใส เปล่งปลั่ง ช่วยลดเลือนผิวหมองคล้ำ ซึ่งตอนนี้สามารถหา,https://cofact.org/article/3d7wp26ovr8b4,['https://www.thairath.co.th/lifestyle/woman/beauty/1496425']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,“ต้นอังกาบหนู” มีสรรพคุณสามารถช่วยรักษาโรคมะเร็งให้หายได้นั้น ทำให้มีชาวบ้านในหลายจังหวัดแห่ไปเก็บมาต้มดื่มเพื่อรักษามะเร็ง ด้าน นพ.ขวัญชัย ,https://cofact.org/article/1pi4z5w2zi1en,['https://www.thairath.co.th/scoop/1360130']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,หนานเฉาเหว่ย (ป่าช้าเหงา)สมุนไพรที่ผู้สูงอายุนิยมทานเพื่อรักษาอาการเจ็บป่วยต่างๆ ทดแทน หรือควบคู่ไปกับการทานยาปฏิชีวนะ เพื่อรักษาอาการโรคเบา,https://cofact.org/article/19e806bbeiq1a,['https://www.sanook.com/health/12957/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,กระแสการกินอาหารตามกรุ๊ปเลือดกำลังได้รับความนิยมในปัจจุบัน เพราะเชื่อว่าลำไส้ของคนแต่ละกรุ๊ปเลือดมีความสามารถในการย่อยโปรตีนบางชนิดในอาหารปร,https://cofact.org/article/te77vve3g3xb,['https://www.pobpad.com/กินอาหารตามกรุ๊ปเลือด-ด']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ชาวจีนหลายคนเชื้อว่าการกินเนื้อคางคาวช่วยรักษาอาการโรคหืด โรคไต และอาการเจ็บป่วยทั่วไป แต่ที่ไหนได้ มันกลับกลายเป็นตัวการของโรคทางเดินทางใจเ,https://cofact.org/article/2nfqwy8060w03,[]
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,บนโซเชียลแชร์เตือนอันตรายท่านั่งไขว่ห้าง เพราะเป็นท่าที่ฝืนธรรมชาติร่างกาย จะทำให้กระดูกผิดรูป เสี่ยงหมอนรองกระดูกเสื่อม และเสี่ยงเป็นเส้นปร,https://cofact.org/article/1bjrvyr37225i,['https://fbwat.ch/1a93LJHzjGNjG2d7']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,การทานมังสวิรัติอย่างเคร่งครัดเสี่ยงต่อการขาดแคลเซียมและวิตามินดี จะกินมังสวิรัติ ให้ได้สารอาหารเพียงพอ ควรทานให้หลากหลายตื่นเช้าออกกำลังกาย,https://cofact.org/article/2rwpw5sipyy9y,['https://www.dailynews.co.th/article/753930']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,หากเลือกกินไขมันมีประโยชน์ย่อมดีต่อร่างกายไขมันดี พบมากในน้ำมันมะกอก ช่วยลดระดับคอเสลเตอรอล,https://cofact.org/article/1nsrazotibw2s,['https://www.dailynews.co.th/article/753930']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,คาร์โบไฮเดรตเป็นแหล่งพลังงานที่จำเป็นต่อร่างกาย ขาดไปจะทำให้กล้ามเนื้อไม่มีแรง หงุดหงิดง่าย ลดได้แต่อย่าขาดลา,https://cofact.org/article/1sxz02n9boc86,['https://www.dailynews.co.th/article/753930']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,หลายคนเชื่อว่ายาคุมอาจเป็นตัวเลือกหนึ่งในการรักษาสิว โดยเฉพาะผู้ที่เป็นสิวจากการเปลี่ยนแปลงของฮอร์โมน แต่ยาคุมสามารถรักษาสิวได้จริงหรือไม่ ว,https://cofact.org/article/le3vq3ymp1dy,['https://www.pobpad.com/%E0%B8%A2%E0%B8%B2%E0%B8%84%E0%B8%B8%E0%B8%A1-%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B8%AA%E0%B8%B4%E0%B8%A7%E0%B9%84%E0%B8%94%E0%B9%89%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%87%E0%B8%AB%E0%B8%A3']
ข้อความหรือเนื้อหานี้มีความเห็นส่วนตัว สมมติฐาน ทฤษฎีสมคบคิด ข้อมูลจากงานวิชาการที่ยังไม่มีข้อสรุป การนโน หรือ นั่งเทียนคิดเอา ฯ,Share,https://cofact.org/article/le3vq3ymp1dy,['https://www.paolohospital.com/th-TH/chokchai4/Article/Details/สุขภาพสตรี/-ยาคุมฉุกเฉิน--กินบ่อยไม่ใช่เรื่องดี-นี่คือความจริงที่ผู้หญิงควรรู้ไว้']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,บนโซเชียลแชร์คลิปแนะนำสูตรปลูกผมด้วยวิคส์ คนผมร่วง ผมบางหัวล้าน ต้องดู เนื่องจากส่วนประกอบของวิคส์เช่น น้ำมันการบูร มีผลวิจัยว่าสามารถกระตุ้,https://cofact.org/article/27igdpq56t29a,[]
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"น้ำมะนาวร้อน รักษามะเร็ง ไม่ใช่เรื่องจริง กระแสน้ำมะนาวโซดารักษามะเร็งเริ่มซาไป คราวนี้เปลี่ยนมาเป็น ""น้ำมะนาวร้อน"" เลยครับ แบบเดียวกันเป๊ะเ",https://cofact.org/article/fhiy2aa5my66,['https://www.facebook.com/OhISeebyAjarnJess/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ระวัง อย่าหลงเชื่อ สร้อยคอต้านไวรัสนอกจากเรื่อง สร้อยคอประจุไฟฟ้าลบ ที่อ้างว่าใช้ต้านฝุ่น PM 2.5 ได้แล้ว (ซึ่งไม่เวิร์คอย่างที่อวดอ้างให้หรอ,https://cofact.org/article/1y74j3szub59p,['https://www.facebook.com/OhISeebyAjarnJess/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"แชร์มั่วล่าสุดเกี่ยวกับ ""วิธีป้องกันเชื้อโคโรน่าไวรัสสายพันธุ์ใหม่ 2019""  โดยบอกว่า หมอจีนที่เมืองอู่ฮั่น ดื่มน้ำต้มกระเทียมรักษาโรคได้?ไม่จ",https://cofact.org/article/k067vi9ataan,['https://m.facebook.com/OhISeebyAjarnJess/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,แผ่นแปะพุง ลดความอ้วน กลับมาหลอกขายกันอีกแล้วนะครับ คนหลงเชื่อเยอะแยะเลย ... นอกจากจะเปลืองเงินเพราะมันไม่ได้ผลแล้ว อ.ย. ก็เคยเตือนถึงอันตรา,https://cofact.org/article/1nkfeei2m1pau,['https://news.mthai.com/general-news/655698.html']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,การแชร์ข้อมูลกันเยอะว่าเครื่องฟอกอากาศชนิดพกพา ที่สามารถสวมใส่เป็นสร้อยคอ จะช่วยฟอกอากาศและลดฝุ่น PM 2.5 ได้ รศ. ดร. เจษฎา เด่นดวงบริพันธ์ อ,https://cofact.org/article/3c2f8dabrt54h,['http://news.ch3thailand.com/pagenotfound']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,วาสลีนทาจมูก ไม่ได้ช่วยกักฝุ่น pm2.5 นะครับแชร์มั่วๆ พวกนี้ ชอบอ้างว่าเอาความรู้มาจากญี่ปุ่น ซึ่งก็คือ อ้างถึงคลิปของสถานีโทรทัศน์ NHK อันนี,https://cofact.org/article/b7bksnlk29ep,"['http://www9.nhk.or.jp/gatten/articles/20190403/index.html', 'https://www.facebook.com/219186678564393/posts/801967456952976/?d=n']"
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,สำนักงานคณะกรรมการอาหารและยา ได้ชี้แจงว่า การนำปิโตรเลียมเจลลี่มาทาในรูจมูกเพื่อหวังผลในการดักจับฝุ่น PM 2.5 นั้น ยังไม่มีงานวิจัยรองรับว่าส,https://cofact.org/article/b7bksnlk29ep,['https://www.antifakenewscenter.com/%e0%b8%82%e0%b9%88%e0%b8%b2%e0%b8%a7%e0%b8%9b%e0%b8%a5%e0%b8%ad%e0%b8%a1-%e0%b8%ad%e0%b8%a2%e0%b9%88%e0%b8%b2%e0%b9%81%e0%b8%8a%e0%b8%a3%e0%b9%8c-%e0%b8%97%e0%b8%b2%e0%b8%9b%e0%b8%b4%e0%b9%82/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,อย่าหลงเชื่อ! ใช้ยางมะละกอแก้พิษตะขาบ ผู้เชี่ยวชาญ ชี้ ยังไม่มีวิจัยรองรับ ซ้ำอันตรายกว่าเดิม จากกรณีที่มีการแชร์เรื่องของการแก้พิษจากการถูก,https://cofact.org/article/3w3j0z92h7w1l,['http://news.ch3thailand.com/online-social/100368']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"มีคนพูดถึงเรื่อง ""อย่ากินกาแฟตอนเช้า"" และทำเอาเขาตกใจเลยว่า นี่กินกาแฟกันมาผิดๆ ตลอดชีวิตเลยเหรอ ... คำตอบคือ ไม่ขนาดนั้นครับ ข้อมูลที่เค้าเ",https://cofact.org/article/1xkv8cd2eiwal,['https://www.bulletproof.com/diet/healthy-eating/caffeine-and-cortisol-does-coffee-stress-you-out/']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"เรื่อง ""หุงข้าวลดแคลอรี่ไปครึ่งหนึ่ง"" กลับมาแชร์กันใหม่อีกแล้ว คราวนี้มาจากเจ้าพ่อวงการล้างพิษตับ+ขายน้ำมันมะพร้าว อ้างไปไกลถึงขนาดลดน้ำตาลไ",https://cofact.org/article/3v9jmvb5igg7l,['http://health.usnews.com/health-news/blogs/eat-run/2015/04/21/does-the-calorie-slashing-method-for-cooking-rice-really-work']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"น้ำโซดา ไม่ได้ล้างฟอร์มาลีน ในอาหารทะล ฟอร์เวิร์ดเมล์มั่วเรื่องนี้ ไม่ได้เห็นนานแล้ว แต่เพิ่งกลับมาแชร์กันมาใหม่อีกครั้งหนึ่ง เค้าอ้างว่า ""อ",https://cofact.org/article/2ff8cktc0o34z,"['http://www.cfs.gov.hk/english/multimedia/multimedia_pub/multimedia_pub_fsf_06_01.html', 'https://www.facebook.com/219186678564393/posts/777762266040162/?d=n']"
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"เรื่อง ""ห้ามกินส้มโอ กับยาลดความดัน และอาหารทะเล"" ไม่ใช่เรื่องจริงนะครับ มีการเอาคำเตือนเรื่อง ""กินส้มโอ อันตราย เกือบเสียชีวิต"" กลับมาแชร์ก",https://cofact.org/article/119tku4wn710,['https://www.pharmacy.mahidol.ac.th/th/knowledge/article/261/%E0%B8%AD%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%A2%E0%B8%B2%E0%B8%A3%E0%B8%B0%E0%B8%AB%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B9%82%E0%B8%AD%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%A2%E0%B8%B2(%E0%B8%95%E0%B8%AD%E0%B8%99%E0%B8%97%E0%B8%B5%E0%B9%881)/?fbclid=IwAR0QphOAlDkZNCfS2M125-6WI5a4rFThVqzCXrd2FWgcHhc-ayx-QwhSObk']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ดื่มกาแฟไม่ได้ทำให้หน้าอกเล็กลง นะครับ อย่าเพิ่งตกใจกลัวกันตามข่าวลือ ... มั่นใจว่าสาวๆ หลายคนช่วยยืนยันได้ 55 อย่างน้อยพวกสาวฝรั่งเขาก็จะกิ,https://cofact.org/article/2wmt8eex5xqcg,['https://sure.oryor.com/index.php/detail/media_specify/701']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,แชร์ทั่วอินเทอร์เน็ตว่า มีคนนำปิโตรเลียม เจลลี่ไปทาคิ้ว ทำให้ขนคิ้วขึ้น จะจริงหรือไม่ ก่อนอื่นเรามาทำความรู้จักกับปิโตรเลียม เจลลี่ กันก่อน.,https://cofact.org/article/288f0qlim28fh,['https://sure.oryor.com/index.php/detail/media_specify/702']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ข่าวแชร์ในสื่อโซเชียลมีเดียอย่างแพร่หลายว่า การดื่มกาแฟที่ผสมเนย (Butter) ลงไปในทุก ๆ เช้า จะมีประโยชน์ต่อร่างกายหลาย ๆ ด้าน เช่น ช่วยลดน้ำห,https://cofact.org/article/1e64vd661atj4,['https://oryor.com/%E0%B8%AD%E0%B8%A2/detail/media_printing/1409']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,แก้คนเป็นลม โดยการเอานิ้วจิกริมฝีปาก ไม่ใช่คำแนะนำทางการแพทย์นะครับ อย่าเสียเวลาทำตาม เรื่องแชร์แปลกๆ เรื่องใหม่ กำลังฮอตไวรัลเลยตอนนี้ ... ,https://cofact.org/article/3mo2h1ra1nb7f,['https://www.doctor.or.th/article/detail/5183']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,ไม่ควรดื่มเหล้าเบียร์แก้เครียด หรือป้องกันโรคซึมเศร้าครับ เห็นเพจนี้เขาโพสต์ว่า การดื่มสุราอย่างเบียร์ ทำให้ช่วยคลายเครียดและป้องกันโรคซึมเศ,https://cofact.org/article/2uj4sf1e8qifb,['https://www.voathai.com/a/stress-alcohol-3aug11-126741178/924887.html']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,เอาไม้หนีบ หนีบจมูก ให้ดั้งโด่งขึ้น อาจเป็นอันตรายนะครับเห็นภาพนี้แชร์เข้ามาในกลุ่ม หว้ากอ ที่เป็นสมาชิกอยู่ แล้วก็น่าตกใจ ว่าความเชื่อเรื่อ,https://cofact.org/article/lmseg2k0u9z,['https://www.thairath.co.th/content/473070']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,นึกว่ามีแค่เขาเอาปัสสาวะมาดื่มกิน โดยอ้างว่าเสริมสุขภาพหรือรักษาโรคเท่านั้นนะ ยังมีเอามาล้างตาหยอดตากันแบบนี้ด้วยหรอ ไปกันใหญ่แล้วนะครับ! บา,https://cofact.org/article/31ixp3wpwaeb1,['https://www.facebook.com/219186678564393/posts/681067715709618/?d=n']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"โซเชียลแห่แชร์ ""มหัศจรรย์ของปัสสาวะ"" อ้างกินแล้วแข็งแรง ล้างแผล หยอดตา รักษาโรค ด้าน อ.เจษฎา เบรก ชี้ น้ำปัสสาวะไม่มีประโยชน์ตามที่กล่าวอ้าง",https://cofact.org/article/13k9zdi0ggtu8,['https://www.thairath.co.th/news/society/1640796']
ข้อความหรือเนื้อหานี้มีข้อมูลลวง,"มังคุดนึ่ง ไม่ได้รักษามะเร็ง นี่ก็แชร์กันมาหลายปีแล้ว ถึงสูตรในการเอา ""มังคุด"" มานึ่งนานๆ บอกว่าจะทำให้สารที่อยู่ในเปลือกมังคุดนั้น ซึมเข้าไ",https://cofact.org/article/1niy594401dpt,['https://oryor.com/oryor2015/news-update-detail.php?cat=51&id=427']
